ID State,State,ID Year,Year,Average Commute Time,Slug State
"04000US16","Idaho",2016,"2016",19.71070254539275,"idaho"
"04000US17","Illinois",2016,"2016",27.4858568994578,"illinois"
"04000US18","Indiana",2016,"2016",22.66394753730301,"indiana"
"04000US19","Iowa",2016,"2016",18.113068019276202,"iowa"
"04000US20","Kansas",2016,"2016",18.518688403263443,"kansas"
"04000US21","Kentucky",2016,"2016",22.40269034709864,"kentucky"
"04000US22","Louisiana",2016,"2016",24.236425081974836,"louisiana"
"04000US23","Maine",2016,"2016",22.520172490309445,"maine"
"04000US24","Maryland",2016,"2016",31.25841793689692,"maryland"
"04000US25","Massachusetts",2016,"2016",28.05238439378511,"massachusetts"
"04000US26","Michigan",2016,"2016",23.488986308565885,"michigan"
"04000US27","Minnesota",2016,"2016",22.083753256400986,"minnesota"
"04000US28","Mississippi",2016,"2016",23.774741303050874,"mississippi"
"04000US29","Missouri",2016,"2016",22.448619163483066,"missouri"
"04000US30","Montana",2016,"2016",16.350030525215036,"montana"
"04000US31","Nebraska",2016,"2016",17.776745599241227,"nebraska"
"04000US32","Nevada",2016,"2016",23.074365532020963,"nevada"
"04000US33","New Hampshire",2016,"2016",25.248293799564856,"new-hampshire"
"04000US34","New Jersey",2016,"2016",30.279262444106962,"new-jersey"
"04000US35","New Mexico",2016,"2016",20.813204261246824,"new-mexico"
"04000US36","New York",2016,"2016",31.951714335928845,"new-york"
"04000US37","North Carolina",2016,"2016",23.069198353828334,"north-carolina"
"04000US38","North Dakota",2016,"2016",16.50050366108658,"north-dakota"
"04000US39","Ohio",2016,"2016",22.425859761860874,"ohio"
"04000US40","Oklahoma",2016,"2016",20.467831827782657,"oklahoma"
"04000US41","Oregon",2016,"2016",22.288881073374345,"oregon"
"04000US42","Pennsylvania",2016,"2016",25.61453142035661,"pennsylvania"
"04000US44","Rhode Island",2016,"2016",23.78008791312115,"rhode-island"
"04000US45","South Carolina",2016,"2016",23.674500125853797,"south-carolina"
"04000US46","South Dakota",2016,"2016",15.727627553629711,"south-dakota"
"04000US47","Tennessee",2016,"2016",23.90432326114978,"tennessee"
"04000US48","Texas",2016,"2016",25.203202573536544,"texas"
"04000US49","Utah",2016,"2016",20.31064412655681,"utah"
"04000US50","Vermont",2016,"2016",21.4908021760322,"vermont"
"04000US51","Virginia",2016,"2016",27.029978470126096,"virginia"
"04000US53","Washington",2016,"2016",26.211056342465444,"washington"
"04000US54","West Virginia",2016,"2016",24.35652772993455,"west-virginia"
"04000US55","Wisconsin",2016,"2016",20.893185864769205,"wisconsin"
"04000US56","Wyoming",2016,"2016",15.938864782373253,"wyoming"
"04000US72","Puerto Rico",2016,"2016",28.359770985364065,"puerto-rico"
"04000US01","Alabama",2015,"2015",23.847632104419944,"alabama"
"04000US02","Alaska",2015,"2015",18.303931694553466,"alaska"
"04000US04","Arizona",2015,"2015",23.739715842215492,"arizona"
"04000US05","Arkansas",2015,"2015",21.378322460599637,"arkansas"
"04000US06","California",2015,"2015",27.27263496573578,"california"
"04000US08","Colorado",2015,"2015",23.63129149077788,"colorado"
"04000US09","Connecticut",2015,"2015",25.115900155714133,"connecticut"
"04000US10","Delaware",2015,"2015",24.741807821244244,"delaware"
"04000US11","District of Columbia",2015,"2015",28.0331285774117,"district-of-columbia"
"04000US12","Florida",2015,"2015",25.531228695346066,"florida"
"04000US13","Georgia",2015,"2015",26.587958095759106,"georgia"
"04000US15","Hawaii",2015,"2015",26.09764453536176,"hawaii"
"04000US16","Idaho",2015,"2015",19.23973106947644,"idaho"
"04000US17","Illinois",2015,"2015",27.564744238885822,"illinois"
"04000US18","Indiana",2015,"2015",22.513502133118337,"indiana"
"04000US19","Iowa",2015,"2015",18.226920654192078,"iowa"
"04000US20","Kansas",2015,"2015",18.160698258808686,"kansas"
"04000US21","Kentucky",2015,"2015",22.59878064838956,"kentucky"
"04000US22","Louisiana",2015,"2015",24.539021562947575,"louisiana"
"04000US23","Maine",2015,"2015",22.577392337541706,"maine"
"04000US24","Maryland",2015,"2015",31.146278872254882,"maryland"
"04000US25","Massachusetts",2015,"2015",28.28086328516696,"massachusetts"
"04000US26","Michigan",2015,"2015",23.47610346763718,"michigan"
"04000US27","Minnesota",2015,"2015",22.143830328035307,"minnesota"
"04000US28","Mississippi",2015,"2015",23.78344376907079,"mississippi"
"04000US29","Missouri",2015,"2015",22.484959972126482,"missouri"
"04000US30","Montana",2015,"2015",16.893963966011285,"montana"
"04000US31","Nebraska",2015,"2015",17.67482713127756,"nebraska"
"04000US32","Nevada",2015,"2015",23.290003406875197,"nevada"
"04000US33","New Hampshire",2015,"2015",25.79767174004831,"new-hampshire"
"04000US34","New Jersey",2015,"2015",30.058849309084188,"new-jersey"
"04000US35","New Mexico",2015,"2015",20.683886887936538,"new-mexico"
"04000US36","New York",2015,"2015",31.77496523989057,"new-york"
"04000US37","North Carolina",2015,"2015",23.04186151874116,"north-carolina"
"04000US38","North Dakota",2015,"2015",15.904209914267687,"north-dakota"
"04000US39","Ohio",2015,"2015",22.517131582932805,"ohio"
"04000US40","Oklahoma",2015,"2015",20.629210958003362,"oklahoma"
"04000US41","Oregon",2015,"2015",22.07829403176377,"oregon"
"04000US42","Pennsylvania",2015,"2015",25.693780928859923,"pennsylvania"
"04000US44","Rhode Island",2015,"2015",23.916104216561433,"rhode-island"
"04000US45","South Carolina",2015,"2015",23.241672547537167,"south-carolina"
"04000US46","South Dakota",2015,"2015",15.906623374212055,"south-dakota"
"04000US47","Tennessee",2015,"2015",23.853719329436768,"tennessee"
"04000US48","Texas",2015,"2015",25.147546902976806,"texas"
"04000US49","Utah",2015,"2015",20.079492350053084,"utah"
"04000US50","Vermont",2015,"2015",21.592258467301388,"vermont"
"04000US51","Virginia",2015,"2015",26.906363013988166,"virginia"
"04000US53","Washington",2015,"2015",25.5488446118225,"washington"
"04000US54","West Virginia",2015,"2015",24.67884117894025,"west-virginia"
"04000US55","Wisconsin",2015,"2015",21.054308271701725,"wisconsin"
"04000US56","Wyoming",2015,"2015",18.197383482672404,"wyoming"
"04000US72","Puerto Rico",2015,"2015",28.59488062909085,"puerto-rico"
"04000US01","Alabama",2014,"2014",23.640552628091896,"alabama"
"04000US02","Alaska",2014,"2014",17.592612698386187,"alaska"
"04000US04","Arizona",2014,"2014",23.054315381594524,"arizona"
"04000US05","Arkansas",2014,"2014",20.989466052746558,"arkansas"
"04000US06","California",2014,"2014",26.626573188433262,"california"
"04000US08","Colorado",2014,"2014",23.513855736237506,"colorado"
"04000US09","Connecticut",2014,"2014",24.185443124015816,"connecticut"
"04000US10","Delaware",2014,"2014",23.522228049111476,"delaware"
"04000US11","District of Columbia",2014,"2014",27.84617649287884,"district-of-columbia"
"04000US12","Florida",2014,"2014",25.013914068684887,"florida"
"04000US13","Georgia",2014,"2014",26.223454353974518,"georgia"
"04000US15","Hawaii",2014,"2014",26.68199729519569,"hawaii"
"04000US16","Idaho",2014,"2014",19.063015293995782,"idaho"
"04000US17","Illinois",2014,"2014",27.383742413468823,"illinois"
"04000US18","Indiana",2014,"2014",22.489096775640636,"indiana"
"04000US19","Iowa",2014,"2014",17.937727667066582,"iowa"
"04000US20","Kansas",2014,"2014",18.472253929388042,"kansas"
"04000US21","Kentucky",2014,"2014",22.199206978082007,"kentucky"
"04000US22","Louisiana",2014,"2014",24.69488573343774,"louisiana"
"04000US23","Maine",2014,"2014",22.34261085016844,"maine"
"04000US24","Maryland",2014,"2014",30.967401817455176,"maryland"
"04000US25","Massachusetts",2014,"2014",27.406534247587775,"massachusetts"
"04000US26","Michigan",2014,"2014",23.434548163819727,"michigan"
"04000US27","Minnesota",2014,"2014",22.174139923615165,"minnesota"
"04000US28","Mississippi",2014,"2014",23.678366639449006,"mississippi"
"04000US29","Missouri",2014,"2014",22.05880600658026,"missouri"
"04000US30","Montana",2014,"2014",16.611334904781312,"montana"
"04000US31","Nebraska",2014,"2014",17.64658404606691,"nebraska"
"04000US32","Nevada",2014,"2014",23.01258740493602,"nevada"
"04000US33","New Hampshire",2014,"2014",25.418928950081742,"new-hampshire"
"04000US34","New Jersey",2014,"2014",29.79825930888088,"new-jersey"
"04000US35","New Mexico",2014,"2014",20.728539437100743,"new-mexico"
"04000US36","New York",2014,"2014",31.272777668535635,"new-york"
"04000US37","North Carolina",2014,"2014",22.73226728473563,"north-carolina"
"04000US38","North Dakota",2014,"2014",16.66499826297302,"north-dakota"
"04000US39","Ohio",2014,"2014",22.371039938766437,"ohio"
"04000US40","Oklahoma",2014,"2014",20.527234146720637,"oklahoma"
"04000US41","Oregon",2014,"2014",21.66633799485474,"oregon"
"04000US42","Pennsylvania",2014,"2014",25.316049139986166,"pennsylvania"
"04000US44","Rhode Island",2014,"2014",23.09702231089576,"rhode-island"
"04000US45","South Carolina",2014,"2014",23.270396718337675,"south-carolina"
"04000US46","South Dakota",2014,"2014",15.728847821797173,"south-dakota"
"04000US47","Tennessee",2014,"2014",23.56885096747647,"tennessee"
"04000US48","Texas",2014,"2014",24.614828149516917,"texas"
"04000US49","Utah",2014,"2014",20.441956638861537,"utah"
"04000US50","Vermont",2014,"2014",20.52805733166862,"vermont"
"04000US51","Virginia",2014,"2014",26.88452322388806,"virginia"
"04000US53","Washington",2014,"2014",25.308553869953137,"washington"
"04000US54","West Virginia",2014,"2014",25.070634660549455,"west-virginia"
"04000US55","Wisconsin",2014,"2014",21.047436249927255,"wisconsin"
"04000US56","Wyoming",2014,"2014",17.816178878531808,"wyoming"
"04000US72","Puerto Rico",2014,"2014",28.871688204226746,"puerto-rico"
"04000US01","Alabama",2013,"2013",23.61821376177777,"alabama"
"04000US02","Alaska",2013,"2013",18.360314833862528,"alaska"
"04000US04","Arizona",2013,"2013",23.432188483294855,"arizona"
"04000US05","Arkansas",2013,"2013",20.82653566751198,"arkansas"
"04000US06","California",2013,"2013",26.41296021944073,"california"
"04000US08","Colorado",2013,"2013",22.899201221177844,"colorado"
"04000US09","Connecticut",2013,"2013",24.357629729125723,"connecticut"
"04000US10","Delaware",2013,"2013",24.457881390747552,"delaware"
"04000US11","District of Columbia",2013,"2013",28.632421149575716,"district-of-columbia"
"04000US12","Florida",2013,"2013",24.80052346011373,"florida"
"04000US13","Georgia",2013,"2013",25.660812446126002,"georgia"
"04000US15","Hawaii",2013,"2013",25.629113713220097,"hawaii"
"04000US16","Idaho",2013,"2013",19.006349502442944,"idaho"
"04000US17","Illinois",2013,"2013",26.861292563210426,"illinois"
"04000US18","Indiana",2013,"2013",22.40146655061741,"indiana"
"04000US19","Iowa",2013,"2013",18.147773711024435,"iowa"
"04000US20","Kansas",2013,"2013",18.383827221199514,"kansas"
"04000US21","Kentucky",2013,"2013",21.882000411426514,"kentucky"
"04000US22","Louisiana",2013,"2013",24.63823996428206,"louisiana"
"04000US23","Maine",2013,"2013",22.005972938994326,"maine"
"04000US24","Maryland",2013,"2013",31.110023790211738,"maryland"
"04000US25","Massachusetts",2013,"2013",27.31213659087404,"massachusetts"
"04000US26","Michigan",2013,"2013",23.124304672507183,"michigan"
"04000US27","Minnesota",2013,"2013",21.914663332403144,"minnesota"
"04000US28","Mississippi",2013,"2013",23.192333972013774,"mississippi"
"04000US29","Missouri",2013,"2013",22.257533041553405,"missouri"
"04000US30","Montana",2013,"2013",16.87620322037001,"montana"
"04000US31","Nebraska",2013,"2013",17.326486821757406,"nebraska"
"04000US32","Nevada",2013,"2013",22.829084012762,"nevada"
"04000US33","New Hampshire",2013,"2013",25.35365796067991,"new-hampshire"
"04000US34","New Jersey",2013,"2013",29.659443686775223,"new-jersey"
"04000US35","New Mexico",2013,"2013",20.516567150898414,"new-mexico"
"04000US36","New York",2013,"2013",30.84380078849282,"new-york"
"04000US37","North Carolina",2013,"2013",22.832889787656867,"north-carolina"
"04000US38","North Dakota",2013,"2013",17.099616453054836,"north-dakota"
"04000US39","Ohio",2013,"2013",22.360549206558762,"ohio"
"04000US40","Oklahoma",2013,"2013",20.565398622185906,"oklahoma"
"04000US41","Oregon",2013,"2013",21.353574861461016,"oregon"
"04000US42","Pennsylvania",2013,"2013",25.019233046994895,"pennsylvania"
"04000US44","Rhode Island",2013,"2013",23.215196661396508,"rhode-island"
"04000US45","South Carolina",2013,"2013",22.915478579564386,"south-carolina"
"04000US46","South Dakota",2013,"2013",16.1261083028772,"south-dakota"
"04000US47","Tennessee",2013,"2013",23.65559781325231,"tennessee"
"04000US48","Texas",2013,"2013",24.441892756168414,"texas"
"04000US49","Utah",2013,"2013",20.109533519758177,"utah"
"04000US50","Vermont",2013,"2013",21.01114449690784,"vermont"
"04000US51","Virginia",2013,"2013",26.43106086999801,"virginia"
"04000US53","Washington",2013,"2013",24.61522978552103,"washington"
"04000US54","West Virginia",2013,"2013",24.980868866126727,"west-virginia"
"04000US55","Wisconsin",2013,"2013",21.159735584163396,"wisconsin"
"04000US56","Wyoming",2013,"2013",16.857627549792717,"wyoming"
"04000US72","Puerto Rico",2013,"2013",29.52737217741778,"puerto-rico"
